id,title,duration_min,speakers_name,speakers_occupation,event,topics,views,page_url,published_date,recorded_date,subtitle_languages,likes
23780,Does your vote count? The Electoral College explained,5.083333333333333,Christina Greer,Educator,TED-Ed,"history, democracy, TED-Ed, animation",8744779,https://www.ted.com/talks/christina_greer_does_your_vote_count_the_electoral_college_explained,2019-01-02,2012-11-01,"Russian, French, English, Chinese, Traditional, German, Korean, Italian, Chinese, Simplified, Arabic, Portuguese, Brazilian, Polish, Vietnamese, Romanian, Japanese, Spanish, Hebrew, Portuguese, Turkish, Hungarian, Kurdish (Central), Indonesian",262000
1616,The cheap all-terrain wheelchair,10.95,Amos Winter,Mechanical engineer,TEDxBoston 2012,"culture, design, engineering, invention, innovation, product design, physics, poverty, TEDx, disability",1372559,https://www.ted.com/talks/amos_winter_the_cheap_all_terrain_wheelchair,2012-11-20,2012-06-22,"Greek, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Chinese, Simplified, English, Romanian, Polish, French, Ukrainian, German, Hungarian, Persian, Japanese, Hebrew, Serbian, Korean, Northern Kurdish (Kurmanji)",41000
23788,Three anti-social skills to improve your writing,3.5833333333333335,Nadia Kalman,Educator,TED-Ed,"education, language, literature, writing, TED-Ed, animation",2773565,https://www.ted.com/talks/nadia_kalman_three_anti_social_skills_to_improve_your_writing,2020-02-13,2012-11-20,"Russian, French, English, Chinese, Traditional, Portuguese, Croatian, Turkish, German, Korean, Italian, Chinese, Simplified, Arabic, Portuguese, Brazilian, Polish, Vietnamese, Romanian, Japanese, Spanish, Hebrew, Persian, Burmese, Indonesian, Northern Kurdish (Kurmanji), Thai, Serbian, Kurdish (Central)",83000
23776,Gerrymandering: How drawing jagged lines can impact an election,3.683333333333333,Christina Greer,Educator,TED-Ed,"politics, education, history, United States, democracy, government, TED-Ed, animation",2104972,https://www.ted.com/talks/christina_greer_gerrymandering_how_drawing_jagged_lines_can_impact_an_election,2020-09-09,2012-10-25,"Russian, French, English, Korean, Italian, Chinese, Simplified, Arabic, Portuguese, Brazilian, Polish, Chinese, Traditional, Spanish, Hebrew, Vietnamese, German, Japanese, Portuguese, Turkish, Dutch, Kurdish (Central)",63000
1594,My battle to expose government corruption,18.666666666666668,Heather Brooke,Journalist,TEDGlobal 2012,"culture, politics, corruption, democracy, journalism",1101815,https://www.ted.com/talks/heather_brooke_my_battle_to_expose_government_corruption,2012-10-18,2012-06-28,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Ukrainian, German, Hungarian, Persian, Japanese, Hebrew, Serbian, Korean, Northern Kurdish (Kurmanji)",33000
23777,A glimpse of teenage life in ancient Rome,6.25,Ray Laurence,Educator,TED-Ed,"history, ancient world, TED-Ed, animation",11368043,https://www.ted.com/talks/ray_laurence_a_glimpse_of_teenage_life_in_ancient_rome,2019-01-11,2012-10-29,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Hebrew, Serbian, Japanese, Slovenian, German, Belarusian, Korean, Croatian, Lithuanian, Kurdish (Central)",341000
1605,The secret of the bat genome,16.133333333333333,Emma Teeling,Zoologist,TEDxDublin,"environment, science, DNA, genetics, disease, animals, evolution, biology, biomimicry, aging, biodiversity, insects, TEDx, sight, disability, ecology, hearing",565657,https://www.ted.com/talks/emma_teeling_the_secret_of_the_bat_genome,2012-10-31,2012-09-22,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, German, Danish, Hungarian, Japanese, Hebrew, Serbian, Korean, Ukrainian",16000
1604,The beautiful nano details of our world,11.816666666666666,Gary Greenberg,Micro photographer,TEDxMaui,"nature, photography, bees, TEDx",1176800,https://www.ted.com/talks/gary_greenberg_the_beautiful_nano_details_of_our_world,2012-11-07,2012-04-10,"English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Thai, Romanian, Polish, French, Northern Kurdish (Kurmanji), German, Japanese, Hebrew, Serbian, Korean, Ukrainian",35000
1614,How I started a sanitary napkin revolution!,9.066666666666666,Arunachalam Muruganantham,Inventor,TED@Bangalore,"global issues, invention, innovation, women, public health, india",1845911,https://www.ted.com/talks/arunachalam_muruganantham_how_i_started_a_sanitary_napkin_revolution,2012-11-13,2012-05-20,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Indonesian, Spanish, Russian, Dutch, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Croatian, German, Persian, Hindi, Japanese, Hebrew, Serbian, Korean, Malayalam",55000
1609,How to sketch with electronics,6.266666666666667,Leah Buechley,Designer,TEDYouth 2011,"design, engineering, invention, innovation, art, youth, toys",820884,https://www.ted.com/talks/leah_buechley_how_to_sketch_with_electronics,2012-11-15,2011-11-19,"Greek, Vietnamese, Catalan, Italian, Arabic, Portuguese, Brazilian, Czech, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Norwegian Bokmal, Turkish, Latvian, Chinese, Simplified, Lithuanian, English, Thai, Romanian, Polish, French, Bulgarian, German, Danish, Persian, Hungarian, Japanese, Hebrew, Serbian, Korean, Swedish, Slovak, Northern Kurdish (Kurmanji), Croatian",24000
23786,Does stress cause pimples?,3.716666666666667,Claudia Aguirre,Educator,TED-Ed,"education, health, brain, mental health, TED-Ed, animation, human body",1130612,https://www.ted.com/talks/claudia_aguirre_does_stress_cause_pimples,2020-02-13,2012-11-15,"Russian, French, English, Thai, Chinese, Traditional, Serbian, German, Korean, Italian, Chinese, Simplified, Arabic, Portuguese, Brazilian, Polish, Bulgarian, Vietnamese, Romanian, Japanese, Spanish, Hebrew, Croatian, Portuguese, Turkish, Northern Kurdish (Kurmanji), Burmese, Indonesian, Kurdish (Central)",33000
1596,A child of the state,15.0,Lemn Sissay,Poet and playwright,TEDxHousesOfParliament,"culture, poetry, spoken word, TEDx, kids",990802,https://www.ted.com/talks/lemn_sissay_a_child_of_the_state,2012-10-24,2012-06-22,"Greek, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Lithuanian, English, Romanian, Polish, French, Bulgarian, German, Hungarian, Persian, Armenian, Japanese, Hebrew, Serbian, Korean, Northern Kurdish (Kurmanji)",29000
1601,The tragedy of orphanages,10.4,Georgette Mulheir,"CEO, Lumos",TEDSalon London Spring 2012,"culture, social change, psychology, activism, parenting, sociology, family, youth, kids",906895,https://www.ted.com/talks/georgette_mulheir_the_tragedy_of_orphanages,2012-11-08,2012-05-10,"Arabic, Bulgarian, Czech, German, Greek, English, Spanish, French, Hebrew, Hungarian, Armenian, Indonesian, Italian, Japanese, Korean, Northern Kurdish (Kurmanji), Lithuanian, Dutch, Polish, Portuguese, Portuguese, Brazilian, Romanian, Russian, Serbian, Turkish, Ukrainian, Vietnamese, Chinese, Simplified, Chinese, Traditional",27000
1603,Love letters to strangers,4.583333333333333,Hannah Brencher,Letter enthusiast,TED@New York,"culture, communication",3980659,https://www.ted.com/talks/hannah_brencher_love_letters_to_strangers,2012-11-14,2012-06-07,"Greek, English, Vietnamese, Catalan, Italian, Arabic, Portuguese, Brazilian, Czech, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Latvian, Chinese, Simplified, Lithuanian, Romanian, French, Bulgarian, Croatian, German, Danish, Persian, Armenian, Hungarian, Japanese, Hebrew, Serbian, Albanian, Korean, Slovak, Polish, Ukrainian, Slovenian, Burmese, Northern Kurdish (Kurmanji)",119000
1618,Your brain on video games,17.666666666666668,Daphne Bavelier,Cognitive researcher,TEDxCHUV,"education, brain, gaming, TEDx",8824495,https://www.ted.com/talks/daphne_bavelier_your_brain_on_video_games,2012-11-19,2012-06-22,"Greek, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Galician, Spanish, Russian, Dutch, Chinese, Traditional, Turkish, Chinese, Simplified, English, Romanian, Polish, French, Bulgarian, German, Hungarian, Persian, Japanese, Hebrew, Serbian, Korean, Swedish, Slovak, Northern Kurdish (Kurmanji), Portuguese",264000
1619,Teen wonders play bluegrass,4.766666666666667,Sleepy Man Banjo Boys,Bluegrass musicians,TED@New York,"entertainment, performance, youth, kids",2546864,https://www.ted.com/talks/sleepy_man_banjo_boys_teen_wonders_play_bluegrass,2012-11-21,2012-06-07,"Greek, English, Vietnamese, Catalan, Italian, Arabic, Portuguese, Brazilian, Czech, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Latvian, Chinese, Simplified, Lithuanian, Romanian, Polish, French, Bulgarian, Croatian, German, Hungarian, Persian, Japanese, Hebrew, Serbian, Korean, Urdu, Slovak, Ukrainian, Burmese, Thai, Northern Kurdish (Kurmanji), Kurdish (Central)",76000
23789,The genius of Mendeleev's periodic table,4.2,Lou Serico,Educator,TED-Ed,"science, invention, education, innovation, history, TED-Ed, discovery, animation",2317357,https://www.ted.com/talks/lou_serico_the_genius_of_mendeleev_s_periodic_table,2020-02-13,2012-11-21,"English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Spanish, Russian, Portuguese, Chinese, Traditional, Turkish, Latvian, Chinese, Simplified, Thai, Romanian, Polish, French, German, Hebrew, Albanian, Korean, Swedish, Japanese, Greek, Galician",69000
1599,How open data is changing international aid,15.05,Sanjay Pradhan,Development Leader,TEDGlobal 2012,"global issues, economics, software, data, international development",528212,https://www.ted.com/talks/sanjay_pradhan_how_open_data_is_changing_international_aid,2012-10-30,2012-06-26,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Indonesian, Spanish, Russian, Dutch, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, Ukrainian, Croatian, German, Persian, Japanese, Hebrew, Korean, Swedish, Northern Kurdish (Kurmanji)",15000
1608,A new mission for veterans -- disaster relief,4.7,Jake Wood,"CEO, Team Rubicon",TEDxSanDiego,"global issues, military, natural disaster, suicide, TEDx, PTSD",588244,https://www.ted.com/talks/jake_wood_a_new_mission_for_veterans_disaster_relief,2012-11-06,2011-12-21,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, Croatian, German, Hungarian, Persian, Japanese, Hebrew, Serbian, Albanian, Korean, Montenegrin, Northern Kurdish (Kurmanji), Ukrainian",17000
1612,The future of lying,18.233333333333334,Jeff Hancock,Psychologist,TEDxWinnipeg,"technology, communication, TEDx",1451249,https://www.ted.com/talks/jeff_hancock_the_future_of_lying,2012-11-09,2012-09-13,"Greek, Italian, Arabic, Portuguese, Brazilian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Chinese, Simplified, English, Thai, Romanian, Polish, French, Ukrainian, German, Danish, Persian, Hungarian, Japanese, Hebrew, Serbian, Korean, Turkish, Northern Kurdish (Kurmanji)",43000
23785,An antihero of one's own,3.9833333333333334,Tim Adams,Educator,TED-Ed,"education, storytelling, literature, TED-Ed, animation",1277385,https://www.ted.com/talks/tim_adams_an_antihero_of_one_s_own,2020-02-13,2012-11-13,"Russian, French, English, Korean, Italian, Chinese, Simplified, Arabic, Portuguese, Brazilian, Polish, Thai, Chinese, Traditional, Romanian, Japanese, Spanish, Hebrew, Vietnamese, Turkish, Portuguese, German, Serbian, Hindi",38000
1552,The arts festival revolution,8.783333333333333,David Binder,Theater producer,TEDGlobal 2012,"performance, community, theater",724182,https://www.ted.com/talks/david_binder_the_arts_festival_revolution,2012-11-16,2012-06-26,"Greek, English, Vietnamese, Catalan, Italian, Portuguese, Brazilian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, Northern Kurdish (Kurmanji), Croatian, German, Hungarian, Japanese, Hebrew, Serbian, Korean, Arabic, Ukrainian",21000
23772,The city of walls: Constantinople,4.016666666666667,Lars Brownworth,Educator,TED-Ed,"culture, architecture, education, history, war, ancient world, TED-Ed, archaeology, animation",1113037,https://www.ted.com/talks/lars_brownworth_the_city_of_walls_constantinople,2020-01-30,2012-10-18,"Greek, French, English, Chinese, Traditional, Portuguese, Russian, Turkish, German, Korean, Italian, Chinese, Simplified, Arabic, Portuguese, Brazilian, Polish, Thai, Vietnamese, Romanian, Spanish, Hebrew, Bulgarian, Japanese, Croatian, Northern Kurdish (Kurmanji), Kurdish (Central), Hungarian, Indonesian",33000
1593,"Actually, the world isn't flat",16.766666666666666,Pankaj Ghemawat,Globalization researcher,TEDGlobal 2012,"global issues, business, economics, social change, social media",1036540,https://www.ted.com/talks/pankaj_ghemawat_actually_the_world_isn_t_flat,2012-10-22,2012-06-28,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Bulgarian, Spanish, Russian, Dutch, Chinese, Traditional, Chinese, Simplified, Romanian, Polish, French, German, Hindi, Japanese, Hebrew, Serbian, Korean, Ukrainian",31000
1600,What I've learned from my autistic brothers,5.05,Faith Jegede Cole,Writer,TED@London,"culture, brain, mental health, Autism spectrum disorder",1447129,https://www.ted.com/talks/faith_jegede_cole_what_i_ve_learned_from_my_autistic_brothers,2012-11-02,2012-04-22,"Greek, Esperanto, English, Vietnamese, Catalan, Italian, Portuguese, Brazilian, Bulgarian, Czech, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Latvian, Chinese, Simplified, Lithuanian, Thai, Romanian, French, German, Ukrainian, Croatian, Tibetan, Hungarian, Persian, Hindi, Japanese, Hebrew, Serbian, Korean, Swedish, Macedonian, Slovak, Arabic, Polish, Malay, Galician",43000
23773,Diagnosing a zombie: Brain and body (Part one),3.6,Bradley Voytek,Educator,TED-Ed,"science, consciousness, TED-Ed, science fiction",713237,https://www.ted.com/talks/bradley_voytek_and_tim_verstynen_diagnosing_a_zombie_brain_and_body_part_one,2018-12-14,2012-10-22,"Russian, French, English, German, Korean, Italian, Chinese, Simplified, Arabic, Portuguese, Brazilian, Polish, Chinese, Traditional, Romanian, Spanish, Hebrew, Japanese, Vietnamese, Turkish, Persian, Portuguese, Thai, Indonesian, Kurdish (Central)",21000
1595,Why democracy matters,13.4,Rory Stewart,Politician,TEDxHousesOfParliament,"global issues, politics, corruption, society, democracy, TEDx, government",1029873,https://www.ted.com/talks/rory_stewart_why_democracy_matters,2012-10-29,2012-06-12,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Bulgarian, Czech, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Latvian, Chinese, Simplified, Romanian, Polish, French, German, Ukrainian, Hungarian, Persian, Japanese, Hebrew, Serbian, Mongolian, Korean, Northern Kurdish (Kurmanji)",30000
1606,"Healthier men, one moustache at a time",16.4,Adam Garone,Moustache activist,TEDxToronto 2011,"culture, philanthropy, identity, TEDx",752872,https://www.ted.com/talks/adam_garone_healthier_men_one_moustache_at_a_time,2012-11-01,2011-11-14,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Latvian, Chinese, Simplified, Romanian, Polish, French, Bulgarian, Ukrainian, French (Canada), German, Danish, Persian, Hungarian, Japanese, Hebrew, Serbian, Korean, Slovak, Northern Kurdish (Kurmanji)",22000
23762,Why do competitors open their stores next to one another?,3.9166666666666665,Jac de Haan,Educator,TED-Ed,"business, economics, math, behavioral economics, TED-Ed",5957353,https://www.ted.com/talks/jac_de_haan_why_do_competitors_open_their_stores_next_to_one_another,2018-12-05,2012-10-01,"German, Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Spanish, Russian, Portuguese, Chinese, Traditional, Chinese, Simplified, Thai, Romanian, Polish, French, Croatian, Japanese, Hebrew, Serbian, Albanian, Korean, Turkish, Persian, Hungarian, Indonesian",178000
1641,Re-engineering mosquitos to fight disease,13.666666666666666,Hadyn Parry,Biotechnology entrepreneur,TEDSalon London Fall 2012,"global issues, science, technology, engineering, DNA, biotech, genetics, innovation, disease, health, animals, biomimicry, insects, illness, public health, pandemic, ecology, synthetic biology",1048605,https://www.ted.com/talks/hadyn_parry_re_engineering_mosquitos_to_fight_disease,2013-01-03,2012-11-07,"English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, German, Danish, Persian, Hungarian, Japanese, Hebrew, Serbian, Korean, Ukrainian, Indonesian",31000
1620,How to solve traffic jams,8.166666666666666,Jonas Eliasson,Transportation specialist,TEDxHelvetia,transportation,1394651,https://www.ted.com/talks/jonas_eliasson_how_to_solve_traffic_jams,2012-11-27,2012-09-13,"Greek, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Latvian, Chinese, Simplified, English, Thai, Romanian, Polish, French, Bulgarian, Croatian, German, Danish, Persian, Hungarian, Japanese, Hebrew, Serbian, Korean, Swedish, Slovak, Ukrainian",41000
2745,What makes a hero?,4.483333333333333,Matthew Winkler,Educator,TED-Ed,"storytelling, personal growth, literature, TED-Ed",8379100,https://www.ted.com/talks/matthew_winkler_what_makes_a_hero,2017-09-07,2012-12-04,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Spanish, Russian, Dutch, Chinese, Traditional, Turkish, Chinese, Simplified, Thai, Romanian, Polish, French, German, Japanese, Hebrew, Korean, Ukrainian, Armenian, Portuguese, Mongolian, Norwegian Bokmal, Bulgarian, Persian, Hungarian, Indonesian, Northern Kurdish (Kurmanji)",251000
1639,A cinematic journey through visual effects,6.616666666666666,Don Levy,Film executive,TED2012,"history, film, animation",800962,https://www.ted.com/talks/don_levy_a_cinematic_journey_through_visual_effects,2013-01-04,2012-02-28,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, Croatian, German, Hungarian, Persian, Japanese, Hebrew, Serbian, Korean, Slovak, Ukrainian",24000
23794,How do cancer cells behave differently from healthy ones?,3.65,"Charles Morton, George Zaidan",Educator; Educator,TED-Ed,"science, education, disease, health, cancer, biology, illness, TED-Ed, animation, human body",1758744,https://www.ted.com/talks/george_zaidan_and_charles_morton_how_do_cancer_cells_behave_differently_from_healthy_ones,2020-02-13,2012-12-05,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Spanish, Chinese, Traditional, Turkish, Latvian, Chinese, Simplified, Thai, Romanian, Polish, French, Bulgarian, Russian, Croatian, German, Persian, Japanese, Hebrew, Korean, Portuguese, Serbian, Indonesian, Northern Kurdish (Kurmanji)",52000
1644,How a boy became an artist,18.483333333333334,Jarrett J. Krosoczka,"Author, illustrator",TEDxHampshireCollege,"design, art, storytelling, writing, TEDx, books, kids",1080173,https://www.ted.com/talks/jarrett_j_krosoczka_how_a_boy_became_an_artist,2013-01-09,2012-10-12,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Thai, Romanian, Polish, French, German, Hungarian, Persian, Japanese, Hebrew, Serbian, Korean, Swedish, Ukrainian, Mongolian",32000
23791,How did English evolve?,4.883333333333334,Kate Gardoqui,Educator,TED-Ed,"education, communication, language, TED-Ed, animation",1167956,https://www.ted.com/talks/kate_gardoqui_how_did_english_evolve,2020-02-13,2012-11-27,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Spanish, Russian, Dutch, Chinese, Traditional, Chinese, Simplified, Thai, Romanian, Polish, French, German, Japanese, Hebrew, Serbian, Korean, Ukrainian, Turkish, Portuguese, Indonesian, Burmese",35000
1630,How to separate fact and fiction online,13.2,Markham Nolan,Journalist,TEDSalon London Fall 2012,"culture, Internet, journalism",1494260,https://www.ted.com/talks/markham_nolan_how_to_separate_fact_and_fiction_online,2012-12-11,2012-11-07,"Greek, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Chinese, Simplified, English, Thai, Romanian, Polish, French, Bulgarian, German, Danish, Persian, Hungarian, Japanese, Hebrew, Serbian, Korean, Turkish",44000
1633,Beware neuro-bunk,11.016666666666667,Molly Crockett,Neuroscientist,TEDSalon London Fall 2012,"science, media, health, cognitive science, consumerism, marketing, brain, decision-making, mental health, shopping, neuroscience, journalism, medical research, behavioral economics, bioethics",1389021,https://www.ted.com/talks/molly_crockett_beware_neuro_bunk,2012-12-18,2012-11-07,"Greek, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Spanish, Russian, Dutch, Chinese, Traditional, Turkish, Latvian, Chinese, Simplified, English, Romanian, Polish, French, Croatian, German, Hungarian, Persian, Hindi, Finnish, Japanese, Hebrew, Kazakh, Serbian, Korean, Galician",41000
23801,What is color?,2.966666666666667,Colm Kelleher,Educator,TED-Ed,"science, physics, consciousness, TED-Ed, animation",866965,https://www.ted.com/talks/colm_kelleher_what_is_color,2019-01-04,2012-12-18,"Greek, Vietnamese, Catalan, Italian, English, Portuguese, Brazilian, Galician, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Latvian, Chinese, Simplified, Thai, Romanian, Polish, Tamil, French, Bulgarian, German, Danish, Persian, Hungarian, Japanese, Hebrew, Serbian, Albanian, Korean, Arabic, Ukrainian, Croatian, Burmese, Indonesian, Northern Kurdish (Kurmanji), Kurdish (Central), Hindi",26000
1638,What we learned from teetering on the fiscal cliff,19.516666666666666,Adam Davidson,Journalist,TEDSalon NY2012,"global issues, politics, economics",832306,https://www.ted.com/talks/adam_davidson_what_we_learned_from_teetering_on_the_fiscal_cliff,2012-12-20,2012-12-17,"Greek, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Spanish, Russian, Dutch, Chinese, Traditional, Chinese, Simplified, English, Romanian, Polish, French, Bulgarian, German, Hungarian, Japanese, Hebrew, Korean",24000
1283,Nature. Beauty. Gratitude.,9.5,Louie Schwartzberg,Filmmaker,TEDxSF,"culture, biology, photography, biodiversity, compassion, TEDx",4762379,https://www.ted.com/talks/louie_schwartzberg_nature_beauty_gratitude,2012-11-22,2011-06-11,"Greek, English, Vietnamese, Catalan, Italian, Armenian, Portuguese, Brazilian, Czech, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Lithuanian, Thai, Romanian, Polish, French, Bulgarian, Ukrainian, Croatian, German, Danish, Persian, Hungarian, Japanese, Hebrew, Serbian, Albanian, Korean, Swedish, Arabic, Northern Kurdish (Kurmanji), Slovenian, Burmese",142000
1621,A broken body isn't a broken person,18.666666666666668,Janine Shepherd,Pilot,TEDxKC,"health, health care, storytelling, identity, body language, TEDx, human body",1774000,https://www.ted.com/talks/janine_shepherd_a_broken_body_isn_t_a_broken_person,2012-11-28,2012-10-01,"Greek, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, English, Thai, Romanian, Polish, French, Bulgarian, German, Danish, Persian, Hungarian, Japanese, Hebrew, Serbian, Korean, Slovak, Ukrainian, Burmese",53000
1628,The dance of the dung beetle,16.85,Marcus Byrne,Entomologist,TEDxWitsUniversity,"science, animals, biology, biodiversity, insects, TEDx, sight, ecology",1146012,https://www.ted.com/talks/marcus_byrne_the_dance_of_the_dung_beetle,2012-12-13,2012-08-23,"Greek, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Chinese, Simplified, English, Romanian, Polish, French, Bulgarian, German, Hungarian, Japanese, Hebrew, Serbian, Korean",34000
1636,Israel and Iran: A love story?,14.666666666666666,Ronny Edry,Graphic Designer,TEDxJaffa 2012,"global issues, design, TEDx, Middle East",2139168,https://www.ted.com/talks/ronny_edry_israel_and_iran_a_love_story,2012-12-21,2012-09-06,"Greek, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Bulgarian, Czech, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Norwegian Bokmal, Turkish, Latvian, Chinese, Simplified, English, Thai, Romanian, Polish, French, German, Croatian, Danish, Persian, Finnish, Hungarian, Japanese, Hebrew, Serbian, Korean, Slovak",64000
23806,You are your microbes,3.566666666666667,Jessica Green,Educator,TED-Ed,"science, health, TED-Ed, animation, human body",1893119,https://www.ted.com/talks/jessica_green_and_karen_guillemin_you_are_your_microbes,2019-01-09,2013-01-07,"Vietnamese, Russian, French, English, Dutch, Portuguese, Chinese, Simplified, Turkish, German, Korean, Italian, Hungarian, Persian, Arabic, Portuguese, Brazilian, Polish, Thai, Romanian, Chinese, Traditional, Spanish, Hebrew, Japanese, Indonesian, Northern Kurdish (Kurmanji), Kurdish (Central)",56000
23799,Situational irony: The opposite of what you think,3.0,Christopher Warner,Educator,TED-Ed,"language, literature, TED-Ed",2206083,https://www.ted.com/talks/christopher_warner_situational_irony_the_opposite_of_what_you_think,2018-12-12,2012-12-13,"English, Italian, Arabic, Portuguese, Brazilian, Spanish, Russian, Chinese, Traditional, Chinese, Simplified, Romanian, Polish, French, Bulgarian, Croatian, German, Danish, Persian, Finnish, Japanese, Hebrew, Serbian, Korean, Ukrainian, Vietnamese, Portuguese, Turkish, Hungarian, Northern Kurdish (Kurmanji), Burmese, Kurdish (Central)",66000
1631,Why bother leaving the house?,10.333333333333334,Ben Saunders,Polar explorer,TEDSalon London Fall 2012,"culture, sports, personal growth, potential, travel",1933630,https://www.ted.com/talks/ben_saunders_why_bother_leaving_the_house,2012-12-14,2012-11-07,"Greek, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Latvian, Chinese, Simplified, Lithuanian, English, Thai, Romanian, Polish, French, Bulgarian, German, Danish, Persian, Hungarian, Japanese, Hebrew, Serbian, Korean, Slovak, Ukrainian, Slovenian",58000
1632,"Excuse me, may I rent your car?",12.116666666666667,Robin Chase,Transport networker,TEDGlobal 2012,"business, transportation, collaboration, consumerism, women in business",1093472,https://www.ted.com/talks/robin_chase_excuse_me_may_i_rent_your_car,2012-12-17,2012-07-14,"Greek, English, Italian, Arabic, Portuguese, Brazilian, Czech, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, German, Persian, Japanese, Hebrew, Serbian, Korean, Ukrainian",32000
